stock_code,stock_name,stock_name_chi
90479,"ZHUZHOU QIANJIN PHARMACEUTICAL CO., LTD. (A #600479)",千金藥業
90480,LINGYUN INDUSTRIAL CORPORATION LIMITED (A #600480),凌雲股份
90481,"SHUANGLIANG ECO-ENERGY SYSTEMS CO.,LTD (A #600481)",雙良節能
90482,"CHINA SHIPBUILDING INDUSTRY GROUP POWER CO., LTD. (A #600482)",中國動力
90483,"FUJIAN FUNENG CO., LTD (A #600483)",福能股份
90486,"JIANGSU YANGNONG CHEMICAL CO.,LTD. (A #600486)",揚農化工
90487,"HENGTONG OPTIC-ELECTRIC CO.,LTD. (A #600487)",亨通光電
90488,"TIANJIN TIANYAO PHARMACEUTICAL CO., LTD. (A #600488)",天藥股份
90489,ZHONGJIN GOLD CORPORATION LIMITED (A #600489),中金黃金
90490,"PENGXIN INTERNATIONAL MINING CO.,LTD (A #600490)",鵬欣資源
90491,"LONG YUAN CONSTRUCTION GUOUP CO.,LTD (A #600491)",龍元建設
90495,JINXI AXLE COMPANY LIMITED (A #600495),晉西車軸
90496,"CHANGJIANG & JINGGONG STEEL BUILDING (GROUP) CO.,LTD (A #600496)",精工鋼構
90497,"YUNNAN CHIHONG ZINC&GERMANIUM CO.,LTD. (A #600497)",馳宏鋅鍺
90498,"FIBERHOME TELECOMMUNICATION TECHNOLOGIES CO.,LTD. (A #600498)",烽火通信
90499,"KEDA INDUSTRIAL GROUP CO., LTD. (A #600499)",科達潔能
90500,SINOCHEM INTERNATIONAL CORPORATION (A #600500),中化國際
90501,AEROSUN CORPORATION (A #600501),航天晨光
90502,ANHUI CONSTRUCTION ENGINEERING GROUP CORPORATION LIMITED (A #600502),安徽建工
90503,"DELUXE FAMILY CO., LTD. (A #600503)",華麗家族
90507,"FANGDA SPECIAL STEEL TECHNOLOGY CO., LTD (A #600507)",方大特鋼
90508,"SHANGHAI DATUN ENERGY RESOURSES CO.,LTD. (A #600508)",上海能源
90509,"XINJIANG TIANFU ENERGY CO.,LTD (A #600509)",天富能源
90510,"BLACK PEONY (GROUP) CO., LTD. (A #600510)",黑牡丹
90511,CHINA NATIONAL MEDICINES CORPORATION LTD. (A #600511),國藥股份
90513,"JIANGSU LIANHUAN PHARMACEUTICAL CO., LTD. (A #600513)",聯環藥業
90516,"FANGDA CARBON NEW MATERIAL CO.,LTD (A #600516)",方大炭素
90517,"STATE GRID YINGDA CO.,LTD. (A #600517)",國網英大
90518,"KANGMEI PHARMACEUTICAL CO., LTD (A #600518)",*ST康美
90519,"KWEICHOW MOUTAI CO.,LTD. (A #600519)",貴州茅台
90521,"ZHEJIANG HUAHAI PHARMACEUTICAL CO.,LTD. (A #600521)",華海藥業
90522,"JIANGSU ZHONGTIAN TECHNOLOGY CO.,LTD. (A #600522)",中天科技
90523,"GUIZHOU GUIHANG AOTOMOTIVE COMPONENTS CO., LTD (A #600523)",貴航股份
90525,CHANGYUAN TECHNOLOGY GROUP LTD. (A #600525),長園集團
90526,"ZHEJIANG FEIDA ENVIRONMENTAL SCIENCE &TECHNOLOGY CO.,LTD. (A #600526)",菲達環保
90527,"JIANGSU JIANGNAN HIGH POLYMER FIBER CO.,LTD (A #600527)",江南高纖
90528,CHINA RAILWAY HI-TECH INDUSTRY CORPORATION LIMITED (A #600528),中鐵工業
90529,"SHANDONG PHARMACEUTICAL GLASS CO.,LTD (A #600529)",山東藥玻
90531,HENAN YUGUANG GOLD&LEAD CO.LTD (A #600531),豫光金鉛
90532,"SHANGHAI TOPCARE MEDICAL SERVICES CO., LTD. (A #600532)",未來股份
90535,"TASLY PHARMACEUTICA GROUP CO., LTD. (A #600535)",天士力
90536,CHINA NATIONAL SOFTWARE & SERVICE COMPANY LIMITED (A #600536),中國軟件
90537,"EGING PHOTOVOLTAIC TECHNOLOGY CO., LTD. (A #600537)",億晶光電
90545,"SAURER INTELLIGENT TECHNOLOGY CO., LTD. (A #600545)",卓郎智能
90546,"SHANXI COAL INTERNATIONAL ENERGY GROUP CO.,LTD (A #600546)",山煤國際
90547,"SHANDONG GOLD MINING CO.,LTD. (A #600547)",山東黃金
90548,"SHENZHEN EXPRESSWAY CO., LTD. (A #600548)",深高速
90549,XIAMEN TUNGSTEN CORP. (A #600549),廈門鎢業
90551,"TIME PUBLISHING & MEDIA CO., LTD. (A #600551)",時代出版
90552,"TRIUMPH SCIENCE & TECHNOLOGY CO., LTD (A #600552)",凱盛科技
90556,"INMYSHOW DIGITAL TECHNOLOGY (GROUP) CO., LTD. (A #600556)",天下秀
90557,"JIANGSU KANION PHARMACEUTICAL CO.,LTD. (A #600557)",康緣藥業
90559,"HEBEI HENGSHUI LAOBAIGAN LIQUOR CO.,LTD. (A #600559)",老白干酒
90560,"BEIJING ARITIME INTELLIGENT CONTROL CO., LTD. (A #600560)",金自天正
90561,"JIANGXI CHANGYUN CO., LTD. (A #600561)",江西長運
90562,"GLARUN TECHNOLOGY CO.,LTD. (A #600562)",國睿科技
90563,"XIAMEN FARATRONIC CO.,LTD. (A #600563)",法拉電子
90565,"CHONGQING DIMA INDUSTRY CO.,LTD (A #600565)",迪馬股份
90566,"HUBEI JUMPCAN PHARMACEUTICAL CO., LTD. (A #600566)",濟川藥業
90567,"SHANYING INTERNATIONAL HOLDINGS CO., LTD. (A #600567)",山鷹國際
90568,"ZHONGZHU HEALTHCARE HOLDING CO., LTD (A #600568)",ST中珠
90570,HUNDSUN TECHNOLOGIES INC. (A #600570),恆生電子
90571,"SUNYARD TECHNOLOGY CO.,LTD (A #600571)",信雅達
90572,"ZHEJIANG CONBA PHARMACEUTICAL CO.,LTD. (A #600572)",康恩貝
90575,"HUAIHE ENERGY (GROUP) CO.,LTD (A #600575)",淮河能源
90577,"TONGLING JINGDA SPECIAL MAGNET WIRE CO.,LTD. (A #600577)",精達股份
90578,"BEIJING JINGNENG POWER CO.,LTD. (A #600578)",京能電力
90580,"WOLONG ELECTRIC GROUP CO.,LTD. (A #600580)",臥龍電驅
90582,"TIANDI SCIENCE & TECHNOLOGY CO.,LTD (A #600582)",天地科技
90583,"OFFSHORE OIL ENGINEERING CO., LTD. (A #600583)",海油工程
90584,"JIANGSU CHANGJIANG ELECTRONICS TECHNOLOGY CO., LTD. (A #600584)",長電科技
90585,ANHUI CONCH CEMENT COMPANY LIMITED (A #600585),海螺水泥
90586,"SHANDONG JINJING SCIENCE & TECHNOLOGY CO.,LTD (A #600586)",金晶科技
90587,"SHINVA MEDICAL INSTRUMENT CO, LTD (A #600587)",新華醫療
90588,"YONYOU NETWORK TECHNOLOGY CO., LTD. (A #600588)",用友網絡
90589,"GUANGDONG RONGTAI INDUSTRY CO.,LTD (A #600589)",ST榕泰
90594,"GUIZHOU YIBAI PHARMACEUTICAL CO., LTD. (A #600594)",益佰製藥
90596,"ZHEJIANG XINAN CHEMICAL INDUSTRIAL GROUP CO.,LTD (A #600596)",新安股份
90597,"BRIGHT DAIRY & FOOD CO.,LTD (A #600597)",光明乳業
90598,HEILONGJIANG AGRICULTURE COMPANY LIMITED (A #600598),北大荒
90600,TSINGTAO BREWERY COMPANY LIMITED (A #600600),青島啤酒
90601,"FOUNDER TECHNOLOGY GROUP CO., LTD. (A #600601)",ST方科
90604,"SHANGHAI SHIBEI HI-TECH CO.,LTD. (A #600604)",市北高新
90606,GREENLAND HOLDINGS CORPORATION LIMITED (A #600606),綠地控股
90611,"DAZHONG TRANSPORTATION (GROUP) CO.,LTD. (A #600611)",大眾交通
90612,"LAO FENG XIANG CO.,LTD. (A #600612)",老鳳祥
90613,SHANGHAI SHENQI PHARMACEUTICAL INVESTMENT MANAGEMENT CO.LTD.(A #600613),神奇製藥
90616,SHANGHAI JINFENG WINE COMPANY LIMITED (A #600616),金楓酒業
90617,SHANXI GUOXIN ENERGY CORPORATION LIMITED (A #600617),國新能源
90618,"SHANGHAI CHLOR-ALKALI CHEMICAL CO.,LTD. (A #600618)",氯鹼化工
90620,"SHANGHAI TIANCHEN CO.,LTD. (A #600620)",天宸股份
90621,"SHANGHAI CHINAFORTUNE CO., LTD (A #600621)",華鑫股份
90622,"EVERBRIGHT JIABAO CO.,LTD. (A #600622)",光大嘉寶
90623,SHANGHAI HUAYI GROUP CORPORATION LTD. (A #600623),華誼集團
90624,"SHANGHAI FUDAN FORWARD S&T CO., LTD (A #600624)",復旦復華
90626,"SHANGHAI SHENDA CO.,LTD. (A #600626)",申達股份
90628,"SHANGHAI NEW WORLD CO.,LTD. (A #600628)",新世界
90629,ARCPLUS GROUP PLC (A #600629),華建集團
90633,"ZHEJIANG DAILY DIGITAL CULTURE GROUP CO., LTD. (A #600633)",浙數文化
90635,"SHANGHAI DAZHONG PUBLIC UTILITIES (GROUP) CO.,LTD (A #600635)",大眾公用
90636,"CHINA REFORM CULTURE HOLDINGS CO., LTD. (A #600636)",國新文化
90637,"ORIENTAL PEARL GROUP CO., LTD. (A #600637)",東方明珠
90638,"SHANGHAI NEW HUANG PU INDUSTRIAL GROUP CO., LTD. (A# 600638)",新黃浦
90639,"SHANGHAI JINQIAO EXPORT PROCESSING ZONE DEVELOPMENT CO.,LTD. (A #600639)",浦東金橋
90640,"BESTTONE HOLDING CO.,LTD. (A #600640)",號百控股
90641,"SHANGHAI WANYE ENTERPRISES CO.,LTD. (A #600641)",萬業企業
90642,SHENERGY COMPANY LIMITED (A #600642),申能股份
90643,"SHANGHAI AJ GROUP CO., LTD (A#600643)",愛建集團
90645,"ZHONGYUAN UNION CELL & GENE ENGINEERING CORP., LTD (A #600645)",中源協和
90648,"SHANGHAI WAIGAOQIAO FREE TRADE ZONE GROUP CO.,LTD. (A #600648)",外高橋
90649,"SHANGHAI SMI HOLDING CO., LTD. (A #600649)",城投控股
90650,"SHANGHAI JIN JIANG ONLINE NETWORK SERVICE CO., LTD. (A #600650)",錦江在線
90651,"SHANGHAI FEILO ACOUSTICS CO., LTD (A #600651)",飛樂音響
90654,"CHINA SECURITY CO., LTD (A #600654)",*ST中安
90655,"SHANGHAI YUYUAN TOURIST MART (GROUP) CO.,LTD. (A #600655)",豫園股份
90657,"CINDA REAL ESTATE CO.,LTD. (A #600657)",信達地產
90658,"BEIJING ELECTRONIC ZONE INVESTMENT AND DEVELOPMENT CO., LTD (A #600658)",電子城
90660,"FUYAO GLASS INDUSTRY GROUP CO.,LTD (A #600660)",福耀玻璃
90661,"SHANGHAI XINNANYANG ONLY EDUCATION & TECHNOLOGY CO., LTD (A #600661)",昂立教育
90662,"SHANGHAI QIANGSHENG HOLDING CO.,LTD. (A #600662)",強生控股
90663,"SHANGHAI LUJIAZUI FINANCE & TRADE ZONE DEVELOPMENT CO.,LTD. (A #600663)",陸家嘴
90664,"HARBIN PHARMACEUTICAL GROUP CO.,LTD. (A #600664)",哈藥股份
90666,"AURORA OPTOELECTRONICS CO., LTD (A #600666)",ST瑞德
90667,WUXI TAIJI INDUSTRY COMPANY LIMITED. (A #600667),太極實業
90668,"ZHEJIANG JIANFENG GROUP CO.,LTD (A #600668)",尖峰集團
90673,"GUANGDONG HEC TECHNOLOGY HOLDING CO., LTD (A #600673)",東陽光
90674,"SICHUAN CHUANTOU ENERGY CO.,LTD. (A #600674)",川投能源
90675,CHINA ENTERPRISE COMPANY LIMITED (A #600675),中華企業
90676,"SHANGHAI JIAO YUN GROUP CO., LTD. (A #600676)",交運股份
90681,"BESTSUN ENERGY CO., LTD. (A #600681)",百川能源
90682,"NANJING XINJIEKOU DEPARTMENT STORE CO.,LTD (A #600682)",南京新百
90684,"GUANGZHOU PEARL RIVER INDUSRIAL DEVELOPMENT CO.,LTD. (A #600684)",珠江股份
90685,CSSC OFFSHORE & MARINE ENGINEERING (GROUP) COMPANY LIMITED (A #600685),中船防務
90686,"XIAMEN KING LONG MOTOR GROUP CO.,LTD. (A #600686)",金龍汽車
90688,"SINOPEC SHANGHAI PETROCHEMICAL CO.,LTD (A #600688)",上海石化
90690,"HAIER SMART HOME CO., LTD. (A #600690)",海爾智家
90693,"FUJIAN DONGBAI (GROUP) CO.,LTD. (A #600693)",東百集團
90694,"DASHANG CO.,LTD. (A #600694)",大商股份
90697,"CHANG CHUN EURASIA GROUP CO., LTD. (A #600697)",歐亞集團
90699,NINGBO JOYSON ELECTRONIC CORP. (A #600699),均勝電子
90702,"SICHUAN TUOPAI SHEDE WINE CO., LTD. (A #600702)",舍得酒業
90703,"SAN'AN OPTOELECTRONICS CO.,LTD (A #600703)",三安光電
90704,"WUCHAN ZHONGDA GROUP CO., LTD (A #600704)",物產中大
90705,"AVIC INDUSTRY-FINANCE HOLDINGS CO., LTD. (A #600705)",中航產融
90708,"BRIGHT REAL ESTATE GROUP CO., LIMITED (A #600708)",光明地產
90711,"CHENGTUN MINING GROUP CO.,LTD (A #600711)",盛屯礦業
90715,"CULTURAL INVESTMENT HOLDINGS CO.,LTD. (A #600715)",文投控股
90716,JIANGSU PHOENIX PROPERTY INVESTMENT COMPANY LIMITED (A #600716),鳳凰股份
90717,"TIANJIN PORT HOLDINGS CO.,LTD. (A #600717)",天津港
90718,NEUSOFT CORPORATION (A #600718),東軟集團
90720,"GANSU QILIANSHAN CEMENT GROUP CO.,LTD. (A #600720)",祁連山
90723,"BEIJING CAPITAL RETAILING GROUP CO., LTD. (A #600723)",首商股份
90724,NINGBO FUDA COMPANY LIMITED (A #600724),寧波富達
90728,"PCI TECHNOLOGY GROUP CO.,LTD. (A #600728)",佳都科技
90729,"CHONGQING DEPARTMENT STORE CO.,LTD. (A #600729)",重慶百貨
90730,"CHINA HI-TECH GROUP CO.,LTD. (A #600730)",中國高科
90733,"BLUEPARK NEW ENERGY TECHNOLOGY CO,.LTD (A #600733)",北汽藍谷
90736,"SUZHOU NEW DISTRICT HI-TECH INDUSTRIAL CO.,LTD (A #600736)",蘇州高新
90737,"COFCO SUGAR HOLDING CO.,LTD. (A #600737)",中糧糖業
90738,"LANZHOU LISHANG GUOCHAO INDUSTRIAL GROUP CO.,LTD (A #600738)",麗尚國潮
90739,"LIAONING CHENGDA CO.,LTD. (A #600739)",遼寧成大
90740,"SHAN XI COKING CO.,LTD (A #600740)",山西焦化
90741,HUAYU AUTOMOTIVE SYSTEMS COMPANY LIMITED (A #600741),華域汽車
90742,"CHANGCHUN FAWAY AUTOMOBILE COMPONENTS CO., LTD (A #600742)",一汽富維
90743,"HUAYUAN PROPERTY CO.,LTD. (A #600743)",華遠地產
90745,"WINGTECH TECHNOLOGY CO.,LTD. (A #600745)",聞泰科技
90748,"SHANGHAI INDUSTRIAL DEVELOPMENT CO.,LTD. (A #600748)",上實發展
90750,"JIANGZHONG PHARMACEUTICAL CO.,LTD (A #600750)",江中藥業
90754,"SHANGHAI JIN JIANG INTERNATIONAL HOTELS DEVELOPMENT CO.,LTD. (A #600754)",錦江股份
90755,"XIAMEN INTERNATIONAL TRADE GROUP CORP., LTD. (A #600755)",廈門國貿
90756,"INSPUR SOFTWARE CO.,LTD. (A #600756)",浪潮軟件
90757,"CHANGJIANG PUBLISHING & MEDIA CO.,LTD (A #600757)",長江傳媒
90758,"LIAONING ENERGY INDUSTRY CO.,LTD (A #600758)",遼寧能源
90759,GEO-JADE PETROLEUM CORPORATION (A #600759),洲際油氣
90760,AVIC SHENYANG AIRCRAFT COMPANY LIMITED (A #600760),中航沈飛
90761,"ANHUI HELI CO.,LTD. (A #600761)",安徽合力
90763,TOPCHOICE MEDICAL CORPORATION (A #600763),通策醫療
90764,CHINA MARINE INFORMATION ELECTRONICS COMPANY LIMITED (A #600764),中國海防
90765,"AVIC HEAVY MACHINERY CO.,LTD. (A #600765)",中航重機
90770,"JIANGSU ZONGYI CO.,LTD (A #600770)",綜藝股份
90771,"GUANGYUYUAN CHINESE HERBAL MEDICINE CO., LTD. (A #600771)",廣譽遠
90773,"TIBET URBAN DEVELOPMENT AND INVESTMENT CO.,LTD (A #600773)",西藏城投
90775,NANJING PANDA ELECTRONICS COMPANY LIMITED (A #600775),南京熊貓
90776,"EASTERN COMMUNICATIONS CO.,LTD. (A #600776)",東方通信
90777,SHANDONG XINCHAO ENERGY CORPORATION LIMITED (A #600777),新潮能源
90778,"XINJIANG YOUHAO (GROUP) CO.,LTD (A #600778)",友好集團
90779,"SICHUAN SWELLFUN CO.,LTD (A #600779)",水井坊
90780,TOP ENERGY COMPANY LTD.SHANXI (A #600780),通寶能源
90781,"FUREN GROUP PHARMACEUTICAL CO.,LTD. (A #600781)",ST輔仁
90782,"XINYU IRON & STEEL CO.,LTD (A #600782)",新鋼股份
90783,"LUXIN VENTURE CAPITAL GROUP CO., LTD. (A #600783)",魯信創投
90784,"LUYIN INVESTMENT GROUP CO.,LTD. (A #600784)",魯銀投資
90785,"YINCHUAN XINHUA COMMERCIAL (GROUP) CO.,LTD. (A #600785)",新華百貨
90787,"CMST DEVELOPMENT CO.,LTD. (A #600787)",中儲股份
90790,"ZHEJIANG CHINA LIGHT&TEXTILE INDUSTRIAL CITY GROUP CO.,LTD. (A #600790)",輕紡城
90794,"ZHANGJIAGANG FREETRADE SCIENCE AND TECHNOLOGY CO.,LTD. (A #600794)",保稅科技
90795,"GD POWER DEVELOPMENT CO., LTD (A #600795)",國電電力
90797,"INSIGMA TECHNOLOGY CO.,LTD. (A #600797)",浙大網新
90801,"HUAXIN CEMENT CO., LTD. (A #600801)",華新水泥
90802,FUJIAN CEMENT INC. (A #600802),福建水泥
90803,"ENN NATURAL GAS CO.,LTD. (A #600803)",新奧股份
90804,"DR.PENG TELECOM&MEDIA GROUP CO.,LTD. (A #600804)",鵬博士
90805,JIANGSU YUEDA INVESTMENT CO.LTD. (A #600805),悅達投資
90807,"JINAN HIGH-TECH DEVELOPMENT CO.,LTD. (A #600807)",濟南高新
90808,MAANSHAN IRON & STEEL COMPANY LIMITED (A #600808),馬鋼股份
90809,"SHANXI XINGHUACUN FEN WINE FACTORY CO.,LTD (A #600809)",山西汾酒
90811,ORIENT GROUP INCORPORATION (A #600811),東方集團
90814,"HANGZHOU JIEBAI GROUP CO., LIMITED. (A #600814)",杭州解百
90816,"ANXIN TRUST CO.,LTD (A #600816)",ST安信
90818,"ZHONGLU CO,.LTD. (A #600818)",中路股份
90820,"SHANGHAI TUNNEL ENGINEERING CO.,LTD. (A #600820)",隧道股份
90823,"SHANGHAI SHIMAO CO.,LTD (A #600823)",世茂股份
90824,"SHANGHAI YIMIN COMMERCIAL GROUP CO., LTD. (A #600824)",益民集團
90825,"SHANGHAI XINHUA MEDIA CO., LTD (A #600825)",新華傳媒
90826,DLG EXHIBITIONS & EVENTS CORPORATION LIMITED (A #600826),蘭生股份
90827,"SHANGHAI BAILIAN GROUP CO., LTD. (A #600827)",百聯股份
90828,"MAOYE COMMERCIAL CO., LTD. (A #600828)",茂業商業
90829,HPGC RENMINTONGTAI PHARMACEUTICAL CORPORATION (A #600829),人民同泰
90830,"SUNNY LOAN TOP CO.,LTD (A #600830)",香溢融通
90831,SHAANXI BROADCAST & TV NETWORK INTERMEDIARY (GROUP) CO.LTD (A #600831),廣電網絡
90833,"SHANGHAI NO.1 PHARMACY CO.,LTD. (A #600833)",第一醫藥
90835,"SHANGHAI MECHANICAL & ELECTRICAL INDUSTRY CO., LTD. (A #600835)",上海機電
90837,HAITONG SECURITIES COMPANY LIMITED (A #600837),海通證券
90838,"SHANGHAI JOIN BUY CO.,LTD. (A #600838)",上海九百
90839,"SICHUAN CHANGHONG ELECTRIC CO.,LTD. (A #600839)",四川長虹
90845,"SHANGHAI BAOSIGHT SOFTWARE CO., LTD. (A #600845)",寶信軟件
90846,"SHANGHAI TONGJI SCIENCE & TECHNOLOGY INDUSTRIAL CO.,LTD (A #600846)",同濟科技
90848,SHANGHAI LINGANG HOLDINGS CORPORATION LIMITED (A #600848),上海臨港
90850,"CETC DIGITAL TECHNOLOGY CO.,LTD. (A #600850)",電科數字
90856,"ZHONGXING TIANHENG ENERGY TECHNOLOGY (BEIJING) CO.,LTD. (A #600856)",ST中天
90858,"INZONE GROUP CO.,LTD (A #600858)",銀座股份
90859,"WANGFUJING GROUP CO., LTD. (A #600859)",王府井
90860,BEIJING JINGCHENG MACHINERY ELECTRIC COMPANY LIMITED (A #600860),京城股份
90862,"AVIC AVIATION HIGH-TECHNOLOGY CO., LTD. (A #600862)",中航高科
90863,INNER MONGOLIA MENGDIAN HUANENG THERMAL POWER CORPORATION LI (A #600863),內蒙華電
90864,"HARBIN HATOU INVESTMENT CO.,LTD (A #600864)",哈投股份
90867,"TONGHUA DONGBAO PHARMACEUTICAL CO.,LTD. (A #600867)",通化東寶
90869,"FAR EAST SMARTER ENERGY CO.,LTD (A #600869)",遠東股份
90871,SINOPEC OILFIELD SERVICE CORPORATION (A #600871),石化油服
90872,"JONJEE HI-TECH INDUSTRIAL & COMMERCIAL HOLDING CO.,LTD (A #600872)",中炬高新
90873,"MEIHUA HOLDINGS GROUP CO.,LTD (A #600873)",梅花生物
90874,TIANJIN CAPITAL ENVIRONMENTAL PROTECTION GROUP CO LTD (A #600874),創業環保
90875,DONGFANG ELECTRIC CORPORATION LIMITED (A #600875),東方電氣
90876,LUOYANG GLASS COMPANY LIMITED (A #600876),洛陽玻璃
90879,"CHINA AEROSPACE TIMES ELECTRONICS CO., LTD. (A #600879)",航天電子
90880,"CHENGDU B-RAY MEDIA CO.,LTD (A #600880)",博瑞傳播
90881,"JILIN YATAI (GROUP) CO., LTD. (A #600881)",亞泰集團
90882,"SHANGHAI MILKGROUND FOOD TECH CO., LTD. (A #600882)",妙可藍多
90884,"NINGBO SHANSHAN CO.,LTD. (A #600884)",杉杉股份
90885,"HONGFA TECHNOLOGY CO., LTD. (A #600885)",宏發股份
90886,"SDIC POWER HOLDINGS CO.,LTD. (A #600886)",國投電力
90887,"INNER MONGOLIA YILI INDUSTRIAL GROUP CO.,LTD (A #600887)",伊利股份
90888,"XINJIANG JOINWORLD CO.,LTD. (A #600888)",新疆眾和
90893,"AECC AVIATION POWER CO,LTD (A #600893)",航發動力
90894,"GUANGZHOU GUANGRI STOCK CO.,LTD. (A #600894)",廣日股份
90895,"SHANGHAI ZHANGJIANG HI-TECH PARK DEVELOPMENT CO.,LTD (A #600895)",張江高科
90897,"XIAMEN INTERNATIONAL AIRPORT CO.,LTD (A #600897)",廈門空港
90900,"CHINA YANGTZE POWER CO.,LTD. (A #600900)",長江電力
90901,"JIANGSU FINANCIAL LEASING CO.,LTD. (A #600901)",江蘇租賃
90903,GUIZHOU GAS GROUP CORPORATION LTD. (A #600903),貴州燃氣
90909,"HUAAN SECURITIES CO., LTD. (A #600909)",華安證券
90917,CHONGQING GAS GROUP CORPORATION LTD. (A #600917),重慶燃氣
90918,"ZHONGTAI SECURITIES CO., LTD. (A #600918)",中泰證券
90919,"BANK OF JIANGSU CO., LTD. (A #600919)",江蘇銀行
90926,"BANK OF HANGZHOU CO.,LTD. (A #600926)",杭州銀行
90928,"BANK OF XI'AN CO.,LTD. (A #600928)",西安銀行
90933,"IKD CO., LTD. (A #600933)",愛柯迪
90956,CHINA SUNTIEN GREEN ENERGY CORPORATION LIMITED (A #600956),新天綠能
90958,ORIENT SECURITIES COMPANY LIMITED (A #600958),東方證券
90959,JIANGSU BROADCASTING CABLE INFORMATION NETWORK CORPORATION LIMITED (A #600959),江蘇有線
90963,"YUEYANG FOREST & PAPER CO., LTD. (A #600963)",岳陽林紙
90965,"FORTUNE NG FUNG FOOD (HEBEI) CO., LTD (A #600965)",福成股份
90966,"SHANDONG BOHUI PAPER INDUSTRIAL CO.,LTD. (A #600966)",博匯紙業
90967,"INNER MONGOLIA FIRST MACHINERY GROUP CO.,LTD. (A #600967)",內蒙一機
90968,CNOOC ENERGY TECHNOLOGY & SERVICES LIMITED (A #600968),海油發展
90970,"SINOMA INTERNATIONAL ENGINEERING CO.,LTD. (A #600970)",中材國際
90971,"ANHUI HENGYUAN COAL INDUSTRY AND ELECTRICITY POWER CO., LTD. (A #600971)",恆源煤電
90973,"BAOSHENG SCIENCE AND TECHNOLOGY INNOVATION CO., LTD. (A #600973)",寶勝股份
90975,"HUNAN NEW WELLFULL CO.,LTD. (A #600975)",新五豐
90976,"JIANMIN PHARMACEUTICAL GROUPS CORP.,LTD. (A #600976)",健民集團
90977,"CHINA FILM CO., LTD. (A #600977)",中國電影
90979,"SICHUAN GUANGAN AAA PUBLIC CO.,LTD . (A #600979)",廣安愛眾
90981,JIANGSU HIGH HOPE INTERNATIONAL CORPORATION (A #600981),匯鴻集團
90983,"WHIRLPOOL CHINA CO.,LTD (A #600983)",惠而浦
90984,"SHAANXI CONSTRUCTION MACHINERY CO.,LTD. (A #600984)",建設機械
90985,"HUAIBEI MINING HOLDINGS CO.,LTD. (A #600985)",淮北礦業
90986,"ZHEWEN INTERACTIVE GROUP CO., LTD. (A #600986)",浙文互聯
90987,"ZHEJIANG HANGMIN CO., LTD. (A #600987)",航民股份
90988,"CHIFENG JILONG GOLD MINING CO.,LTD. (A #600988)",赤峰黃金
90989,"NINGXIA BAOFENG ENERGY GROUP CO.,LTD (A #600989)",寶豐能源
90990,"ANHUI SUN CREATE ELECTRONICS CO.,LTD (A #600990)",四創電子
90993,"MAYINGLONG PHARMACEUTICAL GROUP STOCK CO.,LTD. (A #600993)",馬應龍
90995,"YUNNAN WENSHAN ELECTRIC POWER CO.,LTD (A #600995)",文山電力
90996,"GUIZHOU BC&TV INFORMATION NETWORK CO.,LTD (A #600996)",貴廣網絡
90997,KAILUAN ENERGY CHEMICAL CORPORATION LIMITED (A #600997),開灤股份
90998,JOINTOWN PHARMACEUTICAL GROUP COMPANY LIMITED (A #600998),九州通
90999,"CHINA MERCHANTS SECURITIES CO.,LTD. (A #600999)",招商證券
91000,"TANGSHAN PORT GROUP CO.,LTD. (A #601000)",唐山港
91001,"JINNENG HOLDING SHANXI COAL INDUSTRY CO.,LTD.(A #601001)",晉控煤業
91002,"GEM-YEAR INDUSTRIAL CO.,LTD. (A #601002)",晉億實業
91003,"LIUZHOU IRON&STEEL CO.,LCD (A #601003)",柳鋼股份
91005,CHONGQING IRON & STEEL COMPANY LIMITED (A #601005),重慶鋼鐵
91006,"DAQIN RAILWAY CO., LTD. (A #601006)",大秦鐵路
91009,"BANK OF NANJING CO., LTD (A #601009)",南京銀行
91010,WENFENG GREAT WORLD CHAIN DEVELOPMENT CORPORATION (A #601010),文峰股份
91012,"LONGI GREEN ENERGY TECHNOLOGY CO., LTD. (A #601012)",隆基股份
91015,"SHAANXI HEIMAO COKING CO., LTD (A #601015)",陝西黑貓
91016,CECEP WIND-POWER CORPORATION (A #601016),節能風電
91018,NINGBO ZHOUSHAN PORT COMPANY LIMITED (A #601018),寧波港
91019,"SHANDONG PUBLISHING&MEDIA CO.,LTD (A #601019)",山東出版
91020,TIBET HUAYU MINING CO. LTD. (A #601020),ST華鈺
91021,"SPRING AIRLINES CO., LTD. (A #601021)",春秋航空
91038,FIRST TRACTOR COMPANY LIMITED (A #601038),一拖股份
91058,"SAILUN GROUP CO.,LTD. (A #601058)",賽輪輪胎
91066,"CHINA SECURITIES CO.,LTD. (A #601066)",中信建投
91068,CHINA ALUMINUM INTERNATIONAL ENGINEERING CORPORATION LIMITED (A #601068),中鋁國際
91069,"WESTERN REGION GOLD CO., LTD. (A #601069)",西部黃金
91077,"CHONGQING RURAL COMMERCIAL BANK CO., LTD. (A #601077)",渝農商行
91088,CHINA SHENHUA ENERGY COMPANY LIMITED (A #601088),中國神華
91098,"CHINA SOUTH PUBLISHING & MEDIA GROUP CO.,LTD. (A #601098)",中南傳媒
91099,"THE PACIFIC SECURITIES CO.,LTD (A #601099)",太平洋
91100,"JIANGSU HENGLI HYDRAULIC CO., LTD. (A #601100)",恆立液壓
91101,"BEIJING HAOHUA ENERGY RESOURCE CO. ,LTD (A #601101)",昊華能源
